turn,omega_w1_response,omega_w1_prompt
147,0.48946777002131014,
148,-0.4173068867521845,
149,0.2661600257865979,0.1913046030215444
150,-0.2566410480521304,-1.0120978089671007
151,0.48237477603531076,1.2420399719995072
152,-0.16688467892201508,-0.29879797752248116
153,-0.25274081838809437,-0.05126371076529779
154,0.2838936767374358,0.919768565133273
155,-0.047185977250589595,-0.458678467482299
156,-0.8029526657508388,0.7512169871277958
157,0.03950544550842139,-0.6785879458231694
158,0.003928727631105744,-0.5214157655544369
159,-0.28874007604181706,0.2150672818887056
160,0.14929275267123643,-0.7421888895299165
161,0.39849407215641186,0.8933160931978246
162,-0.4122397818133319,-0.7393061983560809
163,0.4014876862709631,0.5448134250835173
164,-0.6088126081682166,0.2914598938303996
165,0.8890033321496924,-1.4085790478101496
166,0.12347539725584156,1.7174316066642255
167,-0.2163136082902657,-0.6480806649888278
168,-1.6611272307176348,-1.3657186808425252
169,2.238936130855678,0.8148177436675663
170,-1.2249963378778572,1.336660182127058
171,-1.213593794165643,-0.5665154250734679
172,1.7539030889393405,-0.5642262400596705
173,-0.017992987736870525,1.184473918296435
174,0.578797108136933,-0.607088313200471
175,-1.647678478821578,0.38565048999384377
176,1.4274494843571537,0.4580379997249002
177,-0.4666783545418438,0.17670864585683788
178,-1.1344540909901264,-2.3221512621659044
179,-1.74459534906729,
180,1.2911627515763184,
181,0.4728554661053881,0.3688481266436492
182,-0.6258788856358848,1.402969195570137
183,-1.372177045971585,
184,0.4480329984527942,
185,1.2904427356910064,
186,-0.11930955128703236,
187,2.180139992663589,
188,-0.42201579610949125,
189,0.5945400195564741,-0.9335833282898971
191,-1.076640522758244,1.432802816646153
192,0.6732448909009419,0.05277320692185583
193,-0.0486777548250954,0.05893552112507372
194,-0.4254516712608849,-1.4325188449432558
195,-0.2740715969874845,0.3306488019697422
196,-0.05503458984886045,
197,0.5439215699315021,-0.08565032940656714
198,0.21349536828645466,0.23789963632957
199,-0.009722869909938758,-1.2085970496116554
200,0.1253671475727023,0.15264101253892104
201,0.10261497155511368,0.14574452587943165
202,0.15061358400176417,0.9893796867921565
203,-0.5680565231739356,-0.24890444564467273
204,0.1297150245364227,
205,0.32352383790570993,0.011218094541970203
206,0.15148244425190427,0.9004978874873366
207,-0.6606313654909153,-1.0758409190080958
208,-0.5972228717445986,0.282872872939282
209,1.0023935410005755,1.3183107513532502
210,-0.10136374160807904,-0.6182229658378846
211,-0.16617133769368486,-0.13961774362490598
212,-0.5398889902160775,-0.8392617080827653
213,-0.1389513036482075,-0.2737131228997338
214,-0.36198495770682904,
215,0.33983957095684225,-0.925999418556223
216,0.8974956981900455,2.5400935955508266
217,0.22689202103439943,-1.3384597343811766
218,0.06621450407744778,1.0872462549055504
219,-0.4226515164582789,-0.6075498761869182
220,0.25960647321455,2.3594030255426572
221,,-1.8673259088692902
222,-0.6668506848940794,-0.11269047031105028
223,0.18671244274772825,0.21901455277929038
224,-0.07240495311054573,-1.4589951783684034
225,-0.37258385941433225,0.48633937555820506
226,-0.2964649155339725,-0.3121760142745389
227,-0.7748993486023323,0.35887041853547164
228,0.12963296569207383,-0.5057731339256737
229,-0.03376869364226209,0.6996713654351483
230,1.23035368769622,-0.3463649380798399
231,-1.2511938567836127,0.8447586040116732
232,1.043361297936956,-1.2250753594550403
233,-0.6061961067229626,0.27538116070023655
234,0.7097566849018015,0.2936569495103143
235,0.5866560724443444,0.8143201206540729
236,-1.2522767536982995,-0.3894307160878645
237,0.936788101665714,-0.26169637952517455
238,-0.05234636619998234,0.2597727088904538
239,-0.6963522823319996,-0.837839189955627
240,1.1295444545807625,
241,-1.0651670366934267,
242,-1.9055462129008651,
243,2.6431675770805656,0.484699595698725
244,-0.22863742027911638,0.949847978066086
245,-1.314684521373258,-0.2533420324034852
246,1.1650322266551862,-0.864903900059649
247,-0.07544769785804206,-0.11870060043343234
248,-0.5643313380605077,
249,-0.3438241231142314,-0.32475536696659724
250,-1.2088555352661787,
251,1.0897514557025527,
252,0.994505650688227,0.12469261891232541
253,-0.05889070814190589,0.5243315884751727
254,-0.21814475890781093,-1.008639997958749
255,0.0751270247116489,0.8102602160413559
256,0.43173461014587655,-0.08254800373231319
257,-0.24257902703176715,-0.2719037555571182
258,-0.049273213728707965,0.030747928466304586
259,0.45955555804150716,0.6390917928929225
260,0.15911998888801016,-0.46774447761902405
261,0.340200973915489,0.3943228779765997
262,-0.5595333506531137,-1.1620960711986958
263,0.539429888812708,0.5866314672041435
264,-0.33150623241674726,0.06257772723351618
265,0.2784571972757055,0.013439933404495896
266,0.09328359401857611,-0.06600951844258329
267,-0.8926166092776597,-0.2857142857142856
268,0.5307125228844338,0.34045818372538683
269,-0.019743116725937426,1.7108583846754568
270,-1.0986511117948492,-1.0162244227350783
271,0.893016803661407,0.32322548040375754
272,0.9190551852770881,-0.9658264781211789
273,-0.6245425648163039,0.8272369327228377
274,-0.644122232663408,-0.9340137949568961
275,0.4754075953623831,
276,-0.284746527220765,1.1919185272398334
277,-0.5195905196843027,-0.6590317047702614
278,1.1990337494066683,0.3982700090860476
279,-0.5737826013276699,
280,0.47058548188662197,-0.1778332739548114
281,-0.39036542900824944,-0.6137974508235908
282,0.5294054019844081,-0.3992042366637705
283,-0.11433781448679348,1.0869318893463724
284,-0.6083484759644664,-1.5777395227055457
285,0.7055301050176563,1.2936303646469138
286,-0.7956920949545374,0.2185899613893474
287,0.7785248576636192,-0.4192720547519393
288,0.39398228066371743,0.6233038921356107
289,-0.4216558798203156,-0.5021978044247701
290,-0.10207245214471605,
291,0.24882760480619392,
292,0.24897187670837173,1.0500692589331493
293,-0.41323186969904757,-0.2762454859441652
294,-0.6253161679005759,-0.6786819774723103
295,1.2271199247614764,0.5635475680521926
296,-1.5490044845819702,-1.754839507658505
297,0.43150645517676,
298,0.5837671779491629,1.1230734114437109
299,0.058246946665103216,0.16357570125220722
300,-0.11272164511577287,0.2633662078425667
301,-1.2656938380593248,-0.39889052891228705
302,0.9592511219261066,-0.7782213731725482
303,-0.2925948129422036,-0.6191053635996222
304,0.40609204626953677,-0.1406823972353739
305,-0.5439222429361905,
306,0.06880380127511909,0.42282628132197697
307,0.3455355631103796,
308,0.22023488394687174,1.1492256782258945
309,-0.2230916498726856,0.15129834453873947
310,0.21435216566787663,-0.42261688607314873
311,-0.03284032298837225,-0.20982432710437227
312,0.03872689591760814,0.7374671305751281
313,-0.6140767068889712,1.2801087275867546
314,0.8903999500202318,-1.8364845613815497
315,-0.2664423319864486,-0.49079993417733725
316,-0.3831391940878186,
317,0.16509877947688611,0.6675958752261906
318,-0.26319693745640294,0.3039507545050899
319,0.02026414587644787,-0.7152146694800132
320,0.20828521966221025,-0.6147061324413761
321,0.34997354849004125,1.016825021753415
322,-0.6146395842512185,0.37580446787738264
323,-0.5477917426321284,-1.0315870210511147
324,1.0491113883726175,0.3423740030539486
325,-0.29015219967133365,-0.5965012677171186
326,0.7356499293244125,0.7507517076610464
327,-0.7411327939559662,0.271859520291585
328,0.35594940114530527,
329,0.03968680768586541,-1.1897422210683848
330,-0.2824716378898895,0.9535384568598797
331,-0.24111331366960087,0.4026099678867663
332,0.29891707104927523,
333,0.130542059453151,-0.2770733785196322
334,-0.09936510701547618,
335,-0.08721952108734232,
336,0.09886291073751874,-0.026246044390415335
337,-0.17718420578507654,
338,0.5474436081918226,0.026082486434126473
339,-0.998082769073557,-0.5854747275243914
340,0.19540547355821847,1.094039516924549
341,-0.20873814889853115,-1.0618059982227104
342,0.2923337697394821,0.5302375858678188
343,0.31141606711923053,-0.38963684688839795
344,0.046662881077802254,
345,-0.7913729211895006,
346,1.1521900598927646,0.6999247790438536
347,-0.398801914243438,1.396936177926582
348,-0.31231426110374905,-2.8723189371724835
349,0.1450628787334507,0.7451691108031042
350,-0.011434804171805979,0.09323024596596685
351,-0.24762961513519155,-0.06210740172536422
352,0.6965211719978353,1.1020971775788366
353,-0.6070122959236599,-0.24460299269644814
354,0.5012916488503443,-0.21559968968907395
355,-0.6685055908577038,-0.9650396976252291
356,-1.146215882599611,-0.5247521011418916
357,1.110353920996885,1.2586338452609405
358,0.4184884944153806,0.3087252491792949
359,-0.21415937970019705,-0.10036285318964389
360,-0.5894808323948695,-0.5579053321596836
361,0.5003168367177651,0.4255824179033967
362,-0.9511800406560873,0.3608615975377951
363,-0.25426373185982687,-1.7628193195048634
364,1.0918739451075323,0.583270794249299
365,0.4358941054119976,0.6939791638478892
366,-0.4541121840638729,0.09820130234051572
367,-0.6745382798086554,0.168264612035129
368,0.5112971866682647,-0.4773169967627444
369,0.014425520573746908,0.5087620028044366
370,-0.27994303666266696,-1.0977313558626656
371,-0.33394047927656256,0.9701987933291156
372,-0.05484145029422827,0.008370607508895844
373,0.9066802162553316,-0.5854537563147826
374,0.4214896103381012,0.7970253467383852
375,-0.7572065403519765,-1.641421903523518
376,-0.8756794034993352,
377,0.9413187726458965,0.38905908800311595
378,0.08077005803502768,1.135308640240213
379,-0.755734758728396,-0.7342533750292928
380,0.3663997240233776,0.8094804039950869
381,0.11784628525646568,-0.010354000856932721
382,0.0875584695718441,-0.720746391579568
383,0.32382096362280777,-0.47902662240991756
384,-0.7847421045183811,1.3172468768722423
385,1.1639419289756185,0.5827340816317674
386,-0.5266238491760671,-0.2638883451464791
387,0.3826976048776629,0.5381938994358828
388,-1.1344888234431778,-1.3569962493300523
389,1.6043664445126344,0.5096569458823268
390,-0.20840494692083844,-0.0071526867835904895
391,-0.13283203982013525,-0.283233787521338
392,-0.5611652621123895,0.7676322122847212
393,1.1681820753736627,0.19409255506877532
394,-0.005359601546329529,0.4506865989479678
395,0.37622364229514815,-1.1445357025423872
396,0.11492629479704064,-0.1004718589876985
397,-0.8263806413197576,-0.5710917635560664
398,0.6886407832673749,0.02708374780123357
399,-1.308485061332246,1.107676212290201
400,-0.3238461179376726,-0.8408746479849505
401,-0.6893762911593146,-0.21934601485857907
402,1.061829820166123,-0.2375622131020556
403,0.12033534429001058,-0.055685341931752674
404,0.6916633031815582,0.9178079718330467
405,-0.7018636443613087,-0.19203328750032078
406,-0.9678254632872267,-0.0792238618704717
407,0.9234919988925689,-0.20456915179222523
408,-0.9671043404832291,0.21416012983812305
409,0.31259280567015235,-0.2152719419368827
410,1.709115969990691,-0.5201335979097843
411,-0.1782187632255834,1.8049091320463395
412,0.11913566234908579,0.20107191238805644
413,0.0026265081369487575,
414,-1.4224542632627095,-1.146306024009978
415,0.07039255193790073,
416,0.29560291714877973,0.03676223961953973
417,0.38277331900752465,0.1558407351676836
418,-0.1294349815751783,-0.470264369186312
419,-0.4140658605631877,
420,0.46557588934926564,-0.19936865533488035
421,-0.2876318446194599,-0.09467691674854883
422,-0.7979790839975918,-0.48292963027065827
423,1.1096840629902056,
424,0.5480799132873262,
425,0.011588200469562437,1.7109706305325245
426,-0.38420839716841826,-1.2901508820244088
427,0.45161181104151993,
428,-0.2885972150548337,
429,-0.04850951240408463,0.3607604892167595
430,-0.21678986270965872,-0.2245765333801435
431,0.03548448921968195,-0.38277838867745917
432,-0.08482524557552207,
433,-0.15563409896293035,0.4451714413059644
434,-1.0307298342068059,
435,1.3417358764088796,-0.6368863401828175
436,-0.21423709466236485,
437,-0.10656322191431489,-0.09353874276231622
438,0.27592484451438004,
439,0.23931655868335522,
440,0.2726857998440808,1.3749889270377942
441,-1.1208200326157964,-1.059272102656121
442,0.2633173486957423,
443,-0.002607353929197309,0.41768604975846824
444,-0.0870913152063153,0.09736904398607305
445,0.48611188786171944,-0.4753976559569226
446,0.012468845355742886,
447,0.23426002679542712,-0.3846937933598795
448,0.15471259124186165,
449,-0.4233542953070062,1.5429074604522786
450,0.20040238618865125,
451,-0.10736747971916039,
452,-0.1268301735116042,-1.765299881788728
453,0.36189767064280165,
454,-0.6486754614339958,1.3856105950905286
455,0.23474928801921102,-0.13764974983572298
456,0.04308922155003181,0.31719826187867817
457,-0.03063821192717775,0.17013462447284322
458,0.36191478634860097,-0.12169329268256668
459,-0.5579290088022937,1.1822934929179851
460,-0.29149631252473807,-2.411040650136092
461,0.707484139058689,2.073780576578827
462,0.29206837553016207,-0.8251767008369475
463,-0.329198475837571,-0.282133426999823
464,0.8359056650278589,-0.05691998081578564
465,-0.7432093412627356,0.37895145921186746
466,-0.10927981080263116,-0.854461519790223
467,0.14017497535032142,-0.4340404073479154
468,0.1675969893463467,1.2038809907815256
469,-0.3438752269001144,-0.026501785948098266
470,0.5389715857753385,0.13358036869301415
471,-1.48538809719774,-0.9871146662650663
472,1.558977948975457,-1.0160472528690692
473,-1.0059343881412515,2.10319392793775
474,0.5252239146175706,0.30795107497459195
475,-0.6873910630606845,0.41975436532434607
476,1.139572116525124,-1.488361109939773
477,-1.047975814813161,0.06734830488396959
478,-1.1394725355290358,-0.913942737724815
479,-0.24275615681328944,
480,-0.8344524425575148,0.8433173436810364
481,1.9094186486906173,-1.0919296308715096
482,-0.7498705768614897,
483,1.5652190446740484,-0.021243279027363116
484,0.3098662079936938,1.9879941609032747
485,-0.0014607621013391636,-0.4741601198897598
486,-0.15544972059815532,-0.5993784489144458
487,-0.6814136930943482,-0.8331947874352617
488,0.3298990880209338,0.2900374992788439
489,0.8868040588202177,3.585958179237169
490,-0.7140619380976405,-0.583167072370264
491,0.2287723507548085,1.1517639667872004
492,0.14770687523838166,-3.5478273947843686
493,-1.6003260548399458,0.19005290564089883
494,0.7178068323414752,-0.7498524896232728
495,0.5459761836885333,-0.029520976294486356
496,-0.7845087702810245,2.479777423512866
497,-0.213226191638765,-1.9538887080512533
498,0.29850476931980463,0.9769762406944116
499,-0.606647879770323,0.22086958239000154
500,0.22458601927433097,-0.1880940015612227
501,0.2184793164522576,0.8901285033079933
502,-0.048952573934365695,
503,-0.13628251758872256,-1.22293848358865
504,0.18512353773883028,-0.8733095804096598
505,0.3087338603495784,0.58004178204685
506,-0.47323884903846025,0.6758349389701523
507,0.808110942309404,0.3535970294878057
508,-0.7311958485521304,-1.009672917376217
509,0.8032973706476625,-1.4034330939614645
510,0.11578389496028496,1.6223890408465036
511,-0.021163977880677365,-0.15552984769097034
512,-1.2154726346613094,0.2514335985059848
513,1.1367850665163424,-0.28878109340625624
514,-0.5892849239144162,-0.8478075323097514
515,-0.32202150058722,0.8443728207539829
516,1.6300975633958377,
517,-0.5055861331544715,0.015268179474774435
518,-1.5171424252422847,0.36837611046836294
519,1.8819603473448092,-1.2803143314770304
520,0.06558421856203189,3.719683921286218
521,-2.1073927262678556,-2.7923867005063077
522,0.9724446480318605,2.699738378670384
523,1.1623045111508548,0.18719674683121212
524,-0.992430268687496,-3.9541715490844016
525,0.4147634550090542,
526,-0.7028866744368827,0.7648315661100611
527,0.2397240394596558,0.36350445990507296
528,0.06993449956481346,-1.4766679837950307
529,0.18482068123648876,
530,-0.6966299071192807,1.7702554027831332
531,1.2715062252174851,-0.21215128434956743
532,-0.13377616244978174,1.1903167283003269
533,0.49494330070958803,-0.543028913638441
534,-0.19275254797781294,2.246658232998822
535,-1.0707303225348506,-3.1250559106437485
536,-0.19435903543387756,-1.4644977792004608
537,0.5100355704231632,0.14579200558713756
538,0.15975767634131355,1.2561431221222747
539,0.1733971298722592,-1.0022514986268747
540,0.10540731912726908,-0.13664922324874373
541,-0.5591511042754638,0.6926509360979587
542,-0.7519675215596369,-0.23468059710179112
543,0.12045564383165441,0.5638065142979976
544,-0.027671799005827502,-0.4424101601406525
545,0.880579990142734,3.0479840746796745
546,0.5183940995814664,-1.3923582088979973
547,-0.20452844064273012,-1.85874459972226
548,-0.10580265433022706,0.784073460171836
549,-0.6656761312066886,-0.3716232304177369
550,-0.5860700736551383,
551,1.3939250084648371,2.9416360266634776
552,-0.9445300382243227,-2.1579194157920236
553,0.5098652549343772,0.16941575958834854
554,0.49090434446002273,
555,-1.2375188002621096,-0.4851678154497616
556,0.9848731209263564,
557,0.08608729355686418,-1.3568910105185696
558,-0.35670470934589016,2.45021902706447
559,-0.6575698029780277,-1.262145815301614
560,-0.14814388497936726,2.2001796993514695
561,-0.7357704229496669,-0.9765642213990384
562,1.6950688605272557,-0.4605111495777008
563,0.25979071249302166,0.38015599901200314
564,-0.7398618030205331,0.017675890388804127
565,-0.9125473573992382,-0.8385057723371627
566,0.7220987453083723,0.45503609011100643
567,-0.7661535570319806,-0.42904471305505254
568,0.14273881222260787,-0.6029334343823516
569,0.767544154369606,1.1644604320573286
570,0.7359036335979834,0.43685202972092885
571,0.4038001040178223,0.29868587336889085
572,-0.09183508478213742,-0.0013368632856929352
573,-0.9421473802409617,-2.4100667103074267
574,-0.6276549681123544,0.9461653117247604
575,0.47847368076755536,-1.0457009852756727
576,0.9173757088950314,
577,-0.43780872403966953,0.5145731728297571
578,0.32468904974134993,-0.21462747142597394
579,-0.08815882929918573,
580,-0.055977280137688545,1.339016755236047
581,0.0636450854994779,-1.1373918036673345
582,-0.04616993398986047,
583,0.08969302377690713,0.02054120378615032
584,0.029984230042863658,1.0371448729458175
585,-0.4125622745768185,
586,-0.7085817742343767,-0.4385630733497621
587,1.010447772218293,
588,-0.09846860617390085,0.5466022558529389
589,0.087329305115869,-0.7332870179370934
590,-0.9720989938097082,-1.2819321976908546
591,-0.19967667102203723,0.15744298731892448
592,0.4964301673977083,0.8847545614315999
593,0.8399228894099711,1.142085992804379
594,-0.9875210251236677,-1.5730590470402719
595,0.08762430404386823,-0.40615833395146694
596,-0.1509951075444782,-0.3425696843131001
597,0.8311095076270654,1.3489548801700342
598,0.20032830599529028,-0.3932695382382816
599,-0.20026377036717768,
600,0.0837673686519178,1.6236430059231406
601,0.2583031767534365,
602,-0.05847121236667707,-0.9244273765250703
603,-0.9076505126306094,0.42675190676346375
604,0.024444056200914055,-1.2352851389261588
605,-0.5833251052710073,0.7901213418660253
606,-0.25777555100802285,-0.15760433334536383
607,-0.32479956824792033,0.046622145688360206
608,0.6208768803365654,-1.0400800662059062
609,-0.13995598799240305,0.5715091661304923
610,0.7847296925061586,0.14469786786891436
611,-0.5045970704220926,
612,-1.4062908938990066,0.12904677511917662
613,1.2512528769078735,0.28657436418249205
614,0.7690978969912212,-1.0622847182573136
615,-1.3148470568714554,1.2852837993287243
616,1.1867659564457194,
617,0.763907713917896,0.19293609841205495
618,-0.22201945584063143,0.1455447529318752
619,-0.7166744394569129,-0.4175351917268886
620,-1.061322001369251,-0.1742177402747629
621,1.988133637590173,-0.20201950016385162
622,0.12336841221763706,-0.5642262400596705
623,0.14178270767479173,2.244499634576562
624,-1.2638425463245513,-1.308163403183138
625,0.7865538121047582,-0.39824283122018134
626,-0.5545219571091842,-0.1571957996650788
627,0.05681838895620572,-1.090442321743374
628,-0.7230834436320075,0.886597896178182
629,-0.1988900147397299,0.09857830356266994
630,-0.051788333900802286,0.06882697134330673
631,1.0091018097328392,0.39105595587919595
632,-0.8103558284220718,-0.292290446189992
633,0.9552246835980469,-0.0008670169813127515
634,-0.07517609797726887,
635,0.09959078273018473,0.06343282221896196
636,-0.7812208924437769,-0.4825599119346258
637,0.22252581309927066,0.46572145683556077
638,0.8097567649109685,-0.23886825477680151
639,-0.1876245028338399,-0.5177474104487834
640,0.4022998152538708,0.43235492205760373
641,-0.997929908818322,
642,0.6937105740941583,0.9443084582283854
643,-0.5098761495528672,-0.10874870693173566
644,0.6622762496674799,
645,-0.14396906239733376,-1.250507554761377
646,0.22828347758622058,
647,-0.6383139107060236,1.2095823018796823
648,0.5773094404685191,-1.401549702331466
649,-0.03041898502345397,0.4422246374077554
650,-0.7934025819823018,0.08720683954453534
651,-0.7851372771639911,-0.5885871832466485
652,1.4714978206465918,
653,-0.8699553339516246,
654,0.35616598673462097,0.73237667784145
655,-0.24775036985771237,0.456305460322052
656,-0.7911890090736042,0.20786060418478236
657,1.4314597401892746,
658,-0.7017420125904392,
659,-0.15757364691070386,-0.5142647981380071
660,0.47069017599743646,0.908061609790419
661,0.467571741296517,-0.4330606262025132
662,-0.5167700181455661,0.3120503171883309
663,0.5724951508625864,-0.04039068768132292
664,-1.3947952926401275,-1.1002975677096138
665,0.8001382046198859,-0.0479969065549497
666,-1.301511732787878,-0.5369655941662064
667,1.35448450845362,
668,0.07632425487625749,0.046051563902125725
669,0.4600181606574454,1.5947748351389115
670,-1.9039111331451517,-0.6563859051869461
671,1.3945175268527565,
672,-0.25359293797220506,0.11135476114684373
673,-0.6269346704783985,-0.907200493446906
674,0.7065897188817543,0.999778670241172
675,0.05072553013084402,0.5708796827139109
676,0.24457531591832904,-1.7592531145091117
677,-0.21108185762378717,1.117473760669622
678,0.4996196577049261,
679,-0.2407614402347713,
680,-0.2759440542049161,-0.8658445932817993
681,0.5611716234050643,-0.5146635732216165
682,-0.5441852343057345,1.255136104852673
683,0.6080880709252474,-1.1843167892912505
684,-1.259831928688505,1.934964103751669
685,1.3062972628771625,-1.5203565921428481
686,-0.651258426880089,0.34503635557226175
687,0.6056437418679597,-0.5121673486880152
688,0.00731662373846742,1.000095602172932
689,0.004834990207086776,0.3645666329770574
690,0.0656940680380691,-0.8181818181818175
691,-0.46754490667307813,0.2635077190047239
692,-0.17812825196041615,-0.2667468753131006
693,0.3586745871778607,
694,-0.37296391917229244,0.9695907177316307
695,0.5646541604869082,
696,-0.8881869949215844,
697,0.9420433388277569,-0.7729317858565974
698,-0.226268058872237,
699,-0.01461663892304177,
700,-0.21648633429699782,-0.166463431788495
701,0.396326870317373,0.37710271345960766
702,-0.8163377610757392,0.3822768654777091
703,0.4982565515808153,
704,-0.47277552713195625,-0.6862500697983895
705,-0.1920345506634149,-0.37989960321859506
706,-0.1045042373931313,
707,0.5017712964293874,2.6716013796571563
708,-0.022674214641425827,-0.038150699061569426
709,0.002837637712302943,
710,-0.45295782586346434,
711,-0.5940215401106528,0.1965287533569544
712,0.9059132495808679,0.04442381675641016
713,0.3406228210846898,
714,-0.9435793349693018,
715,1.0989685111375733,
716,-0.6481915023428098,0.22222437644889936
717,0.1426473225467726,0.31151805719047143
718,0.10027095798687391,-1.7812137301440565
